PROCESO;CÓDIGO;TITULO DOCUMENTO;TIPO;VERSIÓN;ESTADO;FECHA DE APROBACION;ÁREAS;MOTIVO DEL CAMBIO;TIEMPO DE RETENCIÓN;RESPONSABLE DE RETENCIÓN;LUGAR DE ALMACENAMIENTO FÍSICO;LUGAR DE ALMACENAMIENTO MAGNÉTICO;CONSERVACIÓN;DISPOSICIÓN FINAL;COPIAS CONTROLADAS; FECHA DE VIGENCIA;DIAS;SEÑAL ALERTA;OBSOLETO;ANULADO;EN ACTUALIZACIÓN
CENTRO DE CONTROL;CEC-MCV-001;CENTRO DE CONTROL;MCV;2;DESACTUALIZADO;2019-07-24;SERVICE DELIVERY;;;;;;;;;2024-08-12;1818;alerta;;;
CENTRO DE CONTROL;CEC-MCV-002;FLUJO DE CLIENTE VERSILIA OP&D;MCV;1;DESACTUALIZADO;2019-07-25;SERVICE DELIVERY;;;;;;;;;2024-08-12;1817;alerta;;;
CENTRO DE CONTROL;CEC-P001;GENERAR INFORMACION DE PEDIDOS;P;2;DESACTUALIZADO;2019-07-26;SERVICE DELIVERY;;;;;;;;1;2024-08-12;1816;alerta;;;
CENTRO DE CONTROL;CEC-P003;REPORTAR DEMORAS EN VUELOS ;P;3;OBSOLETO;2019-07-27;SERVICE DELIVERY;;;;;;;;2;2024-08-12;1815; ;x;;
CENTRO DE CONTROL;CEC-P004;GENERAR INFORMACIÓN DE PEDIDOS IBERIA, AEROLINAS ARGENTINAS, AC;P;1;OBSOLETO;2019-07-28;SERVICE DELIVERY;;;;;;;;;2024-08-12;1814; ;x;;
 SERVICIO AL CLIENTE;CLI-F001;TPF - TRIPULACION DE CABINA - ENTREGA DEL VUELO;F;1;OBSOLETO;2019-07-29;KEY ACCOUNT;;;;;;;;;2024-08-12;1813; ;x;;
 SERVICIO AL CLIENTE;CLI-F002;PRESENTACION DE MENUS;F;2;OBSOLETO;2019-07-30;KEY ACCOUNT;;;;;;;;;2024-08-12;1812; ;x;;
 SERVICIO AL CLIENTE;CLI-F003;VISITA CLIENTES;F;2;OBSOLETO;2019-07-31;KEY ACCOUNT;;;;;;;;;2024-08-12;1812; ;x;;
 SERVICIO AL CLIENTE;CLI-F005;SALIDA Y ENTREGA DE ARTÍCULOS LAVANDERÍA AEROMEXICO;F;2;OBSOLETO;2019-08-01;KEY ACCOUNT;;;;;;;;;2024-08-12;1811; ;x;;
 SERVICIO AL CLIENTE;CLI-F006;SALIDA Y ENTREGA DE ARTÍCULOS NENZIES AEROMEXICO;F;2;OBSOLETO;2019-08-02;KEY ACCOUNT;;;;;;;;;2024-08-12;1810; ;x;;
 SERVICIO AL CLIENTE;CLI-F007;RELACIÓN SEGUIMIENTO DE NO CONFORMIDADES SIRES;F;2;OBSOLETO;2019-08-03;KEY ACCOUNT;;;;;;;;;2024-08-12;1809; ;x;;
 SERVICIO AL CLIENTE;CLI-F008;INFORMACIÓN DATO DE COMIDAS DE LAS AEROLÍNEAS;F;12;DESACTUALIZADO;2019-08-04;KEY ACCOUNT;;;;;;;;;2024-08-12;1808;alerta;;;
 SERVICIO AL CLIENTE;CLI-F009;CANCELACION DE VUELOS POR CLIENTES;F;1;OBSOLETO;2019-08-05;KEY ACCOUNT;;;;;;;;1;2024-08-12;1807; ;x;;
 SERVICIO AL CLIENTE;CLI-F010;FORMATO DE ENTREGA DE TURNO SALAS VIP AV;F;1;OBSOLETO;2019-08-06;SALAS VIP;;;;;;;;;2024-08-12;1806; ;x;;
 SERVICIO AL CLIENTE;CLI-F011;FORMATO CHECKLIST ENTRE TURNOS COCINA;F;5;DESACTUALIZADO;2019-08-07;SALAS VIP;;;;;;;;;2024-08-12;1805;alerta;;;
 SERVICIO AL CLIENTE;CLI-F012;BAJAS DE ALIMENTOS DIARIOS EN COCINA;F;1;OBSOLETO;2019-08-08;SALAS VIP;;;;;;;;;2024-08-12;1804; ;X;;
 SERVICIO AL CLIENTE;CLI-F013;CONTROL DE ASEO DE ÁREAS PARA RECEPCIÓN DE ALIMENTOS Y LAVADO DE CANASTILLAS;F;1;OBSOLETO;2019-08-09;SALAS VIP;;;;;;;;;2024-08-12;1803; ;x;;
 SERVICIO AL CLIENTE;CLI-F014;FORMATO DE CONTROL DE INVENTARIO DE BEBIDAS;F;2;OBSOLETO;2019-08-10;SALAS VIP;;;;;;;;;2024-08-12;1802; ;X;;
 SERVICIO AL CLIENTE;CLI-F015;CONTROL DE INVENTARIO DE LICORES;F;4;DESACTUALIZADO;2019-08-11;SALAS VIP;;;;;;;;;2024-08-12;1801;alerta;;;
 SERVICIO AL CLIENTE;CLI-F016;FORMATO CONTROL DE INVENTARIO DE MANAJE SEMANA;F;1;OBSOLETO;2019-08-12;SALAS VIP;;;;;;;;;2024-08-12;1800; ;x;;
 SERVICIO AL CLIENTE;CLI-F017;CONTROL DE INVENTARIO DE BEBIDAS E INSUMOS;F;4;DESACTUALIZADO;2019-08-13;SALAS VIP;;;;;;;;;2024-08-12;1799;alerta;;;
 SERVICIO AL CLIENTE;CLI-F018;RECORRIDA ÁREA SISTEMAS EN SALAS VIP;F;1;OBSOLETO;2019-08-14;SALAS VIP;;;;;;;;;2024-08-12;1798; ;x;;
 SERVICIO AL CLIENTE;CLI-F019;CONTROL  Y VERIFICACION DE LIMPIEZA CARROS DE SERVICIO SALAS;F;1;OBSOLETO;2019-08-15;SALAS VIP;;;;;;;;;2024-08-12;1797; ;X;;
 SERVICIO AL CLIENTE;CLI-F020;CONTROL  Y VERIFICACION DE LIMPIEZA EQUIPO TRASLADO NACIONAL E INTERNACIONAL ;F;1;OBSOLETO;2019-08-16;SALAS VIP;;;;;;;;;2024-08-12;1796; ;x;;
 SERVICIO AL CLIENTE;CLI-F021;CRONOGRAMA DE LIMPIEZA Y DESINFECCION DE AREAS SODEXO Y GATE GOURMET ;F;1;OBSOLETO;2019-08-17;SALAS VIP;;;;;;;;;2024-08-12;1795; ;X;;
 SERVICIO AL CLIENTE;CLI-F022;CONTROL Y VERIFICACIÓN DE LIMPIEZA CAJONES;F;1;OBSOLETO;2019-08-18;SALAS VIP;;;;;;;;;2024-08-12;1794; ;X;;
 SERVICIO AL CLIENTE;CLI-F023;FORMATO PRESTAMO DE ALIMENTOS ENTRE SALAS;F;1;OBSOLETO;2019-08-19;SALAS VIP;;;;;;;;;2024-08-12;1793; ;x;;
 SERVICIO AL CLIENTE;CLI-F024;CONTROL TAXI BARMAN-SALAS VIP;F;1;OBSOLETO;2019-08-20;SALAS VIP;;;;;;;;;2024-08-12;1792; ;x;;
 SERVICIO AL CLIENTE;CLI-F025;CONTROL DE HORA LLEGADA MATERIA PRIMA EN SALAS;F;1;OBSOLETO;2019-08-21;SALAS VIP;;;;;;;;;2024-08-12;1791; ;X;;
 SERVICIO AL CLIENTE;CLI-F026;CONTROL DE BAJAS DE ALIMENTOS EXHIBIDOS EN BARRA;F;2;DESACTUALIZADO;2019-08-22;SALAS VIP;;;;;;;;;2024-08-12;1790;alerta;;;
 SERVICIO AL CLIENTE;CLI-F027;RELACION ENTREGA DOTACION PERSONAL;F;1;OBSOLETO;2019-08-23;SALAS VIP;;;;;;;;;2024-08-12;1789; ;x;;
 SERVICIO AL CLIENTE;CLI-F028;FORMATO SOLICITUD DE PERMISOS Y CAMBIOS DE TURNO;F;1;DESACTUALIZADO;2019-08-24;SALAS VIP;;;;;;;;;2024-08-12;1788;alerta;;;
 SERVICIO AL CLIENTE;CLI-F029;FORMATO PEDIDOS CAFETERÍA DECAMERON;F;1;OBSOLETO;2019-08-25;SALAS VIP;;;;;;;;;2024-08-12;1787; ;x;;
 SERVICIO AL CLIENTE;CLI-F030;FORMATO INVENTARIO DIARIO DECAMERON;F;1;OBSOLETO;2019-08-26;SALAS VIP;;;;;;;;;2024-08-12;1786; ;x;;
 SERVICIO AL CLIENTE;CLI-F031;FORMATO ARQUEO DE CAJA;F;1;OBSOLETO;2019-08-27;SALAS VIP;;;;;;;;;2024-08-12;1785; ;x;;
 SERVICIO AL CLIENTE;CLI-F032;FORMATO CIERRE DIARIO DE CAJA;F;1;OBSOLETO;2019-08-28;SALAS VIP;;;;;;;;;2024-08-12;1784; ;x;;
 SERVICIO AL CLIENTE;CLI-F033;FORMATO ENTREGA DE CAJA ENTRE TURNOS;F;1;OBSOLETO;2019-08-29;SALAS VIP;;;;;;;;;2024-08-12;1783; ;x;;
 SERVICIO AL CLIENTE;CLI-F034;FORMATO SOLICITUD DE SERVICIO A CRÉDITO;F;1;OBSOLETO;2019-08-30;SALAS VIP;;;;;;;;;2024-08-12;1782; ;x;;
 SERVICIO AL CLIENTE;CLI-F035;TIPO Y CANTIDAD DE AUDÍFONOS POR EQUIPO AVIANCA INTERNACIONAL;F;15;DESACTUALIZADO;2019-08-31;KEY ACCOUNT;;;;;;;;;2024-08-12;1782;alerta;;;
 SERVICIO AL CLIENTE;CLI-F036;CONFIGURACIÓN FLOTA AVIANCA;F;21;DESACTUALIZADO;2019-09-01;KEY ACCOUNT;;;;;;;;;2024-08-12;1781;alerta;;;
 SERVICIO AL CLIENTE;CLI-F037;ESTÁNDAR PARA KITS DE COBIJAS VUELOS WB AMÉRICAS, LAX Y NIVEL 7;F;10;DESACTUALIZADO;2019-09-02;KEY ACCOUNT;;;;;;;;;2024-08-12;1780;alerta;;;
 SERVICIO AL CLIENTE;CLI-F038;TIPO Y CANTIDAD DE AUDÍFONOS POR EQUIPO AVIANCA ECUADOR (AEROGAL);F;1;OBSOLETO;2019-09-03;KEY ACCOUNT;;;;;;;;;2024-08-12;1779; ;x;;
 SERVICIO AL CLIENTE;CLI-F039;CONFIGURACIÓN  FLOTA AEROGAL ;F;8;DESACTUALIZADO;2019-09-04;KEY ACCOUNT;;;;;;;;;2024-08-12;1778;alerta;;;
 SERVICIO AL CLIENTE;CLI-F040;CONFIGURACIÓN FLOTA TACA;F;14;DESACTUALIZADO;2019-09-05;KEY ACCOUNT;;;;;;;;;2024-08-12;1777;alerta;;;
 SERVICIO AL CLIENTE;CLI-F041;CHECK LIST - PANEL CLIENTES;F;1;DESACTUALIZADO;2019-09-06;KEY ACCOUNT;;;;;;;;;2024-08-12;1776;alerta;;;
 SERVICIO AL CLIENTE;CLI-F042;MANEJO DE ELEMENTOS NO APTOS PARA LA OPERACIÓN CLIENTES GATE GOURMET;F;7;DESACTUALIZADO;2019-09-07;KEY ACCOUNT;;;;;;;;;2024-08-12;1775;alerta;;;
 SERVICIO AL CLIENTE;CLI-F043;CONFIGURACIÓN  FLOTA REGIONAL EXPRESS;F;6;DESACTUALIZADO;2019-09-08;KEY ACCOUNT;;;;;;;;;2024-08-12;1774;alerta;;;
 SERVICIO AL CLIENTE;CLI-F044;CONFIGURACIÓN DE FLOTA TERCEROS;F;11;DESACTUALIZADO;2019-09-09;KEY ACCOUNT;;;;;;;;;2024-08-12;1773;alerta;;;
 SERVICIO AL CLIENTE;CLI-F045;PROGRAMACIÓN INFORMES BODEGAS CLIENTES;F;3;DESACTUALIZADO;2019-09-10;KEY ACCOUNT;;;;;;;;;2024-08-12;1772;alerta;;;
 SERVICIO AL CLIENTE;CLI-F046;ESTÁNDAR PARA KITS DE COBIJAS VUELOS AR;F;4;DESACTUALIZADO;2019-09-11;KEY ACCOUNT;;;;;;;;;2024-08-12;1771;alerta;;;
 SERVICIO AL CLIENTE;CLI-F047;INVENTARIO ELEMENTOS DE HIGIENE;F;2;DESACTUALIZADO;2019-09-12;SALAS VIP;;;;;;;;;2024-08-12;1770;alerta;;;
 SERVICIO AL CLIENTE;CLI-F048;CHECK LIST ENTREGA DE TURNO ASISTENTES DE SERVICIO SALAS VIP;F;3;DESACTUALIZADO;2019-09-13;SALAS VIP;;;;;;;;;2024-08-12;1769;alerta;;;
 SERVICIO AL CLIENTE;CLI-F049;FORMATO VERIFICACIÓN CARACTERISCIAS ORGANOLEPTICAS PRODUCTOS;F;1;OBSOLETO;2019-09-14;SALAS VIP;;;;;;;;;2024-08-12;1768; ;x;;
 SERVICIO AL CLIENTE;CLI-F050;INVENTARIO DIARIO MISCELANEOS;F;2;DESACTUALIZADO;2019-09-15;SALAS VIP;;;;;;;;;2024-08-12;1767;alerta;;;
 SERVICIO AL CLIENTE;CLI-F051;CONTROL LAVADO MENAJE SALAS AMEX;F;1;OBSOLETO;2019-09-16;SALAS VIP;;;;;;;;;2024-08-12;1766; ;X;;
 SERVICIO AL CLIENTE;CLI-F052;CHECK LIST DE PRESENTACIÓN PERSONAL SALAS VIP;F;3;OBSOLETO;2019-09-17;SALAS VIP;;;;;;;;;2024-08-12;1765; ;x;;
 SERVICIO AL CLIENTE;CLI-F053;CONTROL DE INSPECCIÓN TV SALA 34 INTER;F;2;DESACTUALIZADO;2019-09-18;SALAS VIP;;;;;;;;;2024-08-12;1764;alerta;;;
 SERVICIO AL CLIENTE;CLI-F054;CONTROL EQUIPO SALAS;F;1;OBSOLETO;2019-09-19;SALAS VIP;;;;;;;;;2024-08-12;1763; ;x;;
 SERVICIO AL CLIENTE;CLI-F055;CONTROL DE RESIDUOS INTERASEO;F;2;DESACTUALIZADO;2019-09-20;SALAS VIP;;;;;;;;;2024-08-12;1762;alerta;;;
 SERVICIO AL CLIENTE;CLI-F056;REGISTRO DE PASAJEROS ANTE CONTINGENCIA POR FALLA EN EL SISTEMA ONLINE;F;2;DESACTUALIZADO;2019-09-21;SALAS VIP;;;;;;;;;2024-08-12;1761;alerta;;;
 SERVICIO AL CLIENTE;CLI-F057;CHECK LIST DE ENTREGA GUANTES DE MALLA SALAS VIP AVIANCA - SDX;F;1;OBSOLETO;2019-09-22;SALAS VIP;;;;;;;;;2024-08-12;1760; ;X;;
 SERVICIO AL CLIENTE;CLI-F058;LISTA DE CHEQUEO DE LAVADO DE MANOS DIARIO SALAS VIP;F;3;DESACTUALIZADO;2019-09-23;SALAS VIP;;;;;;;;;2024-08-12;1759;alerta;;;
 SERVICIO AL CLIENTE;CLI-F059;CONTROL Y VERIFICACIÓN DE LIMPIEZA PROFUNDA;F;2;DESACTUALIZADO;2019-09-24;SALAS VIP;;;;;;;;;2024-08-12;1758;alerta;;;
 SERVICIO AL CLIENTE;CLI-F060;FORMATO PARA CONTROL DE INVENTARIO DE LICORES QUINCENAL CAMBIO DE ÁREA;F;1;OBSOLETO;2019-09-25;SALAS VIP;;;;;;;;;2024-08-12;1757; ;X;;
 SERVICIO AL CLIENTE;CLI-F061;VERIFICACIÓN DE CARACTERÍSTICAS ORGANOLÉPTICAS DE PRODUCTOS;F;2;DESACTUALIZADO;2019-09-26;SALAS VIP;;;;;;;;;2024-08-12;1756;alerta;;;
 SERVICIO AL CLIENTE;CLI-F062;BITÁCORA DIARIA DE SERVICIO SALAS AMERICAN EXPRESS BOGOTÁ;F;2;DESACTUALIZADO;2019-09-27;SALAS VIP;;;;;;;;;2024-08-12;1755;alerta;;;
 SERVICIO AL CLIENTE;CLI-F063;REPORTE DE NOVEDADES;F;1;DESACTUALIZADO;2019-09-28;SALAS VIP;;;;;;;;;2024-08-12;1754;alerta;;;
 SERVICIO AL CLIENTE;CLI-F064;LIMPIEZA Y DESINFECCIÓN BARRAS DE SERVICIO VIP LOUNGE AVIANCA;F;1;OBSOLETO;2019-09-29;SALAS VIP;;;;;;;;;2024-08-12;1753; ;X;;
 SERVICIO AL CLIENTE;CLI-F065;CONTROL Y SEGUIMIENTO EN LA ENTREGA DE CONTROLES POR TURNO SALAS VIP;F;1;OBSOLETO;2019-09-30;SALAS VIP;;;;;;;;;2024-08-12;1752; ;X;;
 SERVICIO AL CLIENTE;CLI-F066;LIMPIEZA Y DESINFECCION BARRAS DE SERVICIO;F;2;DESACTUALIZADO;2019-10-01;SALAS VIP;;;;;;;;;2024-08-12;1751;alerta;;;
 SERVICIO AL CLIENTE;CLI-F067;INFORMACIÓN PROCESO OPERACIONAL Y DE FACTURACIÓN PARA ACERCAMIENTOS CLIENTES;F;4;DESACTUALIZADO;2019-10-02;KEY ACCOUNT;;;;;;;;;2024-08-12;1750;alerta;;;
 SERVICIO AL CLIENTE;CLI-F068;INVENTARIO DIARIO DE GASEOSAS;F;1;DESACTUALIZADO;2019-10-03;SALAS VIP;;;;;;;;;2024-08-12;1749;alerta;;;
 SERVICIO AL CLIENTE;CLI-F069;INVENTARIO DIARIO DE LICOR;F;1;DESACTUALIZADO;2019-10-04;SALAS VIP;;;;;;;;;2024-08-12;1748;alerta;;;
 SERVICIO AL CLIENTE;CLI-F070;CONTROL DE MENAJE;F;1;DESACTUALIZADO;2019-10-05;SALAS VIP;;;;;;;;;2024-08-12;1747;alerta;;;
 SERVICIO AL CLIENTE;CLI-F071;CHECKLIST RECORRIDAS DIARIAS AVIANCA;F;2;OBSOLETO;2019-10-06;SALAS VIP;;;;;;;;;2024-08-12;1746; ;X;;
 SERVICIO AL CLIENTE;CLI-F072;CHECKLIST RECORRIDAS DIARIAS AMEX;F;1;DESACTUALIZADO;2019-10-07;SALAS VIP;;;;;;;;;2024-08-12;1745;alerta;;;
 SERVICIO AL CLIENTE;CLI-F073;CONTROL DE LIMPIEZA Y DESINFECCION PUNTO DE CARGA AMERICAN EXPRESS;F;1;DESACTUALIZADO;2019-10-08;SALAS VIP;;;;;;;;;2024-08-12;1744;alerta;;;
 SERVICIO AL CLIENTE;CLI-F074;CONTROL SERVICIO DE LAVANDERIA SALA VIP AV;F;3;DESACTUALIZADO;2019-10-09;SALAS VIP;;;;;;;;;2024-08-12;1743;alerta;;;
 SERVICIO AL CLIENTE;CLI-F075;FORMATO DE REPORTE DE ITINERARIOS AEROLINEAS;F;1;DESACTUALIZADO;2019-10-10;KEY ACCOUNT;;;;;;;;;2024-08-12;1742;alerta;;;
 SERVICIO AL CLIENTE;CLI-F076;BRIEF COMERCIAL - CAMBIOS CLIENTES AEREOS ACTUALES GGBOG;F;1;DESACTUALIZADO;2019-10-11;KEY ACCOUNT;;;;;;;;;2024-08-12;1741;alerta;;;
 SERVICIO AL CLIENTE;CLI-F077;FORMATO VERIFICACIÓN PRUEBAS DE ESTANDAR TERCEROS;F;1;DESACTUALIZADO;2019-10-12;KEY ACCOUNT;;;;;;;;;2024-08-12;1740;alerta;;;
 SERVICIO AL CLIENTE;CLI-F078;REPORTE DE NOVEDADES EN PANELES;F;2;DESACTUALIZADO;2019-10-13;KEY ACCOUNT;;;;;;;;;2024-08-12;1739;alerta;;;
 SERVICIO AL CLIENTE;CLI-F079;CONTROL MANIFIESTOS DE ADUANA LATAM;F;1;DESACTUALIZADO;2019-10-14;KEY ACCOUNT;;;;;;;;;2024-08-12;1738;alerta;;;
 SERVICIO AL CLIENTE;CLI-F080;CAMBIOS DE ESTANDARES Y-O MENÚ;F;1;DESACTUALIZADO;2019-10-15;KEY ACCOUNT;;;;;;;;;2024-08-12;1737;alerta;;;
 SERVICIO AL CLIENTE;CLI-F081;TABLA DE FACTURACIÓN Y ESTANDARES VUELOS INTERNACIONALES Y CARGUEROS DE LATAM;F;1;DESACTUALIZADO;2019-10-16;KEY ACCOUNT;;;;;;;;;2024-08-12;1736;alerta;;;
 SERVICIO AL CLIENTE;CLI-F082;CRONOGRAMA DE LIMPIEZA Y DESINFECCION SALA AMEX;F;1;DESACTUALIZADO;2019-10-17;SALAS VIP;;;;;;;;;2024-08-12;1735;alerta;;;
 SERVICIO AL CLIENTE;CLI-F083;FORMATO DE VERIFICACIÓN DE ESTÁNDARES Y MENÚS;F;1;DESACTUALIZADO;2019-10-18;KEY ACCOUNT;;;;;;;;;2024-08-12;1734;alerta;;;
 SERVICIO AL CLIENTE;CLI-F084;PLANILLA CONTROL EQUIPOS CLIENTES;F;1;DESACTUALIZADO;2019-10-19;KEY ACCOUNT;;;;;;;;;2024-08-12;1733;alerta;;;
 SERVICIO AL CLIENTE;CLI-F085;TABLA DE FACTURACION VUELOS NIVEL 7;F;1;DESACTUALIZADO;2019-10-20;KEY ACCOUNT;;;;;;;;;2024-08-12;1732;alerta;;;
 SERVICIO AL CLIENTE;CLI-F086;CHECKLIST RECORRIDAS DIARIAS;F;1;OBSOLETO;2019-10-21;SALAS VIP;;;;;;;;;2024-08-12;1731; ;X;;
 SERVICIO AL CLIENTE;CLI-F087;CONTROL EQUIPO SALAS VIP AVIANCA;F;2;OBSOLETO;2019-10-22;SALAS VIP;;;;;;;;;2024-08-12;1730; ;X;;
 SERVICIO AL CLIENTE;CLI-F088;EQUIPOS PARA BAJA;F;1;DESACTUALIZADO;2019-10-23;SALAS VIP;;;;;;;;;2024-08-12;1729;alerta;;;
 SERVICIO AL CLIENTE;CLI-F089;INVENTARIO CUCHILLOS DE SERVICIO;F;1;DESACTUALIZADO;2019-10-24;SALAS VIP;;;;;;;;;2024-08-12;1728;alerta;;;
 SERVICIO AL CLIENTE;CLI-F090;INVENTARIO DE MENAJE MENSUAL SALAS AVIANCA;F;3;DESACTUALIZADO;2019-10-25;SALAS VIP;;;;;;;;;2024-08-12;1727;alerta;;;
 SERVICIO AL CLIENTE;CLI-F091;INVENTARIO DE PRODUCTOS DE ALMACEN;F;2;DESACTUALIZADO;2019-10-26;SALAS VIP;;;;;;;;;2024-08-12;1726;alerta;;;
 SERVICIO AL CLIENTE;CLI-F092;SOLICITUD GENERACION-RENOVACION CARNETS AEROPORTUARIOS;F;3;DESACTUALIZADO;2019-10-27;SALAS VIP;;;;;;;;;2024-08-12;1725;alerta;;;
 SERVICIO AL CLIENTE;CLI-F093;CHECK LIST CON LOS REQUISITOS PARA LA HABILITACIÓN DE DEPÓSITOS DE PROVISIONES A BORDO PARA CONSUMO Y PARA LLEVAR;F;1;DESACTUALIZADO;2019-10-28;KEY ACCOUNT;;;;;;;;;2024-08-12;1724;alerta;;;
 SERVICIO AL CLIENTE;CLI-F094;FORMULARIO DEVOLUCIÓN CARNÉ OPAIN;F;1;OBSOLETO;2019-10-29;SALAS VIP;;;;;;;;;2024-08-12;1723; ;x;;
 SERVICIO AL CLIENTE;CLI-F095;CONTROL LAVADO DE BATAS USO BAÑOS PUBLICOS;F;1;DESACTUALIZADO;2019-10-30;SALAS VIP;;;;;;;;;2024-08-12;1722;alerta;;;
 SERVICIO AL CLIENTE;CLI-F096;CONSOLIDADO SUSTITUTOS EQUIPO AEROLINEAS;F;1;DESACTUALIZADO;2019-10-31;KEY ACCOUNT;;;;;;;;;2024-08-12;1722;alerta;;;
 SERVICIO AL CLIENTE;CLI-F097;CRONOGRAMAS DE VERIFICACIÓN INTERNA CLIENTES;F;1;DESACTUALIZADO;2019-11-01;KEY ACCOUNT;;;;;;;;;2024-08-12;1721;alerta;;;
 SERVICIO AL CLIENTE;CLI-F098;"CONTROL SERVICIO DE DUCHAS SALA VIP 
DOMÉSTICA";F;1;DESACTUALIZADO;2019-11-02;SALAS VIP;;;;;;;;;2024-08-12;1720;alerta;;;
 SERVICIO AL CLIENTE;CLI-F099;ESTANDAR DOCUMENTACION AV;F;1;DESACTUALIZADO;2019-11-03;KEY ACCOUNT;;;;;;;;;2024-08-12;1719;alerta;;;
 SERVICIO AL CLIENTE;CLI-F100;CONTROL DE TRASLADOS ENTRE SALAS VIP;F;1;DESACTUALIZADO;2019-11-04;SALAS VIP;;;;;;;;;2024-08-12;1718;alerta;;;
 SERVICIO AL CLIENTE;CLI-F101;ENTREGA Y RECIBO DE TERMOMETRO LINEA DE SERVICIO;F;1;DESACTUALIZADO;2019-11-05;SALAS VIP;;;;;;;;;2024-08-12;1717;alerta;;;
 SERVICIO AL CLIENTE;CLI-F102;VERIFICACION DE ASEO AL RECIBO DE TURNO;F;1;DESACTUALIZADO;2019-11-06;SALAS VIP;;;;;;;;;2024-08-12;1716;alerta;;;
 SERVICIO AL CLIENTE;CLI-F103;CHECK LIST OPERATIVO LINEA DE SERVICIO;F;1;DESACTUALIZADO;2019-11-07;SALAS VIP;;;;;;;;;2024-08-12;1715;alerta;;;
 SERVICIO AL CLIENTE;CLI-F104;ENTREGA DE TURNO LIMPIEZA Y DESINFECCIÓN ÁREAS DE CASINO;F;1;DESACTUALIZADO;2019-11-08;SALAS VIP;;;;;;;;;2024-08-12;1714;alerta;;;
 SERVICIO AL CLIENTE;CLI-F105;PROGRAMACIÓN DE SOLICITUD PANADERÍA Y PASTELERÍA;F;1;DESACTUALIZADO;2019-11-09;SALAS VIP;;;;;;;;;2024-08-12;1713;alerta;;;
 SERVICIO AL CLIENTE;CLI-F106;CHECKLIST OPERATIVO CAFETERÍA;F;1;DESACTUALIZADO;2019-11-10;SALAS VIP;;;;;;;;;2024-08-12;1712;alerta;;;
 SERVICIO AL CLIENTE;CLI-F107;CONTROL DIARIO DE INVENTARIOS - DECAMERÓN;F;1;DESACTUALIZADO;2019-11-11;SALAS VIP;;;;;;;;;2024-08-12;1711;alerta;;;
 SERVICIO AL CLIENTE;CLI-F108;ENTREGA DE CAJA Y REPORTE DE VENTAS POR TURNO EFECTIVO - BONOS - BOUCHER;F;1;OBSOLETO;2019-11-12;SALAS VIP;;;;;;;;;2024-08-12;1710; ;x;;
 SERVICIO AL CLIENTE;CLI-F109;ENTREGA DE LICOR ASISTENTES DE SERVICIO;F;1;DESACTUALIZADO;2019-11-13;SALAS VIP;;;;;;;;;2024-08-12;1709;alerta;;;
 SERVICIO AL CLIENTE;CLI-F110;CHECK LIST PROGRAMACIÓN PANELES Y SERVICIOS CLIENTES;F;1;DESACTUALIZADO;2019-11-14;KEY ACCOUNT;;;;;;;;;2024-08-12;1708;alerta;;;
 SERVICIO AL CLIENTE;CLI-F111;SOLICITUD PEDIDO ALMACÉN CAFETERÍA DECAMERON;F;1;OBSOLETO;2019-11-15;SALAS VIP;;;;;;;;;2024-08-12;1707; ;x;;
 SERVICIO AL CLIENTE;CLI-F112;BITÁCORA DIARIA COMEDOR INSTITUCIONAL;F;1;DESACTUALIZADO;2019-11-16;SALAS VIP;;;;;;;;;2024-08-12;1706;alerta;;;
 SERVICIO AL CLIENTE;CLI-F113;CHECK LIST OPERATIVO CAFETERÍA;F;1;OBSOLETO;2019-11-17;SALAS VIP;;;;;;;;;2024-08-12;1705; ;x;;
 SERVICIO AL CLIENTE;CLI-F114;SOLICITUD PEDIDO PANADERÍA Y PASTELERÍA CAFETERÍA DECAMERON;F;1;OBSOLETO;2019-11-18;SALAS VIP;;;;;;;;;2024-08-12;1704; ;x;;
 SERVICIO AL CLIENTE;CLI-F115;CONTROL DIARIO DE INVENTARIOS - DECAMERON;F;1;DESACTUALIZADO;2019-11-19;SALAS VIP;;;;;;;;;2024-08-12;1703;alerta;;;
 SERVICIO AL CLIENTE;CLI-F116;CONTROL FECHAS DE VENCIMIENTO  SALA AMEX ;F;1;DESACTUALIZADO;2019-11-20;SALAS VIP;;;;;;;;;2024-08-12;1702;alerta;;;
 SERVICIO AL CLIENTE;CLI-F117;INVENTARIO GENERAL DECAMERON;F;1;OBSOLETO;2019-11-21;SALAS VIP;;;;;;;;;2024-08-12;1701; ;x;;
 SERVICIO AL CLIENTE;CLI-F118;ENTREGA DE SERVICIOS LOGÍSTICA;F;1;DESACTUALIZADO;2019-11-22;SALAS VIP;;;;;;;;;2024-08-12;1700;alerta;;;
 SERVICIO AL CLIENTE;CLI-F119;CONTROL BAJAS DE ALIMENTOS EXHIBIDOS EN LA LINEA DEL COMEDOR;F;1;DESACTUALIZADO;2019-11-23;SALAS VIP;;;;;;;;;2024-08-12;1699;alerta;;;
 SERVICIO AL CLIENTE;CLI-F120;CONTROL Y VERIFICACION DE LIMPIEZA LINEA - COMEDOR;F;1;DESACTUALIZADO;2019-11-24;SALAS VIP;;;;;;;;;2024-08-12;1698;alerta;;;
 SERVICIO AL CLIENTE;CLI-F121;CONTROL MENAJE LINEA - COMEDOR;F;1;DESACTUALIZADO;2019-11-25;SALAS VIP;;;;;;;;;2024-08-12;1697;alerta;;;
